120374	7284	36688	ADLY	4330	2007-01-01	0000-00-00	Cat 50	ADLY MOTORCYCLES CAT Cat 50	1
120375	7285	36688	ADLY	4330	2007-01-01	0000-00-00	Cat 100	ADLY MOTORCYCLES CAT Cat 100	1
120377	7286	36688	ADLY	4330	2007-01-01	0000-00-00	Cat 125 B	ADLY MOTORCYCLES CAT Cat 125 B	1
120392	7287	36688	ADLY	4330	2007-01-01	0000-00-00	Cat 125 D	ADLY MOTORCYCLES CAT Cat 125 D	0
120393	7288	36688	ADLY	4330	2007-01-01	0000-00-00	Cat 125 S	ADLY MOTORCYCLES CAT Cat 125 S	0
120394	7289	36689	ADLY	4330	2007-01-01	0000-00-00	Fox 50 2T	ADLY MOTORCYCLES FOX Fox 50 2T	0
120395	7290	36689	ADLY	4330	2007-01-01	0000-00-00	Fox 50 4T	ADLY MOTORCYCLES FOX Fox 50 4T	0
120396	7291	36690	ADLY	4330	2009-01-01	0000-00-00	Jet 50	ADLY MOTORCYCLES JET Jet 50	0
120397	7292	36690	ADLY	4330	2008-01-01	0000-00-00	Jet 100	ADLY MOTORCYCLES JET Jet 100	0
120398	7293	36691	ADLY	4330	2008-01-01	0000-00-00	Noble 50	ADLY MOTORCYCLES NOBLE Noble 50	0
120399	7294	36691	ADLY	4330	2008-01-01	0000-00-00	Noble 100	ADLY MOTORCYCLES NOBLE Noble 100	0
120400	7295	36691	ADLY	4330	2008-01-01	0000-00-00	Noble 125	ADLY MOTORCYCLES NOBLE Noble 125	0
120401	7296	36692	ADLY	4330	2007-01-01	0000-00-00	Panther 50 2T	ADLY MOTORCYCLES PANTHER Panther 50 2T	0
120402	7297	36692	ADLY	4330	2007-01-01	0000-00-00	Panther 50 4T	ADLY MOTORCYCLES PANTHER Panther 50 4T	0
120403	7298	36693	ADLY	4330	2007-01-01	0000-00-00	Silver Fox 50	ADLY MOTORCYCLES SILVER FOX Silver Fox 50	0
120404	7299	36693	ADLY	4330	2010-01-01	0000-00-00	Silver Fox SF 50	ADLY MOTORCYCLES SILVER FOX Silver Fox SF 50	0
120405	7300	36693	ADLY	4330	2007-01-01	0000-00-00	Silver Fox 100	ADLY MOTORCYCLES SILVER FOX Silver Fox 100	0
120406	7301	36693	ADLY	4330	2010-01-01	0000-00-00	Silver Fox SF 100	ADLY MOTORCYCLES SILVER FOX Silver Fox SF 100	0
120407	7302	36694	ADLY	4330	2007-01-01	0000-00-00	SuperSonic 50	ADLY MOTORCYCLES SUPERSONIC SuperSonic 50	0
120408	7303	36694	ADLY	4330	2007-01-01	0000-00-00	SuperSonic 100	ADLY MOTORCYCLES SUPERSONIC SuperSonic 100	0
120409	7304	36694	ADLY	4330	2007-01-01	0000-00-00	SuperSonic 125	ADLY MOTORCYCLES SUPERSONIC SuperSonic 125	0
120410	7305	36695	ADLY	4330	2007-01-01	0000-00-00	Thunder Bike 50	ADLY MOTORCYCLES THUNDER BIKE Thunder Bike 50	0
120411	7306	36695	ADLY	4330	2007-01-01	0000-00-00	Thunder Bike 100	ADLY MOTORCYCLES THUNDER BIKE Thunder Bike 100	0
120412	7307	36695	ADLY	4330	2007-01-01	0000-00-00	Thunder Bike 125	ADLY MOTORCYCLES THUNDER BIKE Thunder Bike 125	0
120413	7308	36695	ADLY	4330	2007-01-01	0000-00-00	Thunder Bike 150	ADLY MOTORCYCLES THUNDER BIKE Thunder Bike 150	0
121958	7311	36701	AEON	4331	2013-01-01	0000-00-00	CO-IN 125	AEON MOTORCYCLES CO-IN CO-IN 125	0
115974	6568	14545	AEON	4331	2011-02-01	2011-12-31	Elite 125	AEON MOTORCYCLES ELITE Elite 125	1
120437	6569	14545	AEON	4331	2012-01-01	0000-00-00	Elite 125	AEON MOTORCYCLES ELITE Elite 125	1
115978	6570	14545	AEON	4331	2011-02-01	2011-12-31	Elite 350i	AEON MOTORCYCLES ELITE Elite 350i	1
120436	6571	14545	AEON	4331	2012-01-01	0000-00-00	Elite 350i	AEON MOTORCYCLES ELITE Elite 350i	1
115979	6572	14545	AEON	4331	2015-07-01	0000-00-00	Elite 400i	AEON MOTORCYCLES ELITE Elite 400i	1
115976	6562	14544	AEON	4331	2011-02-01	2011-12-31	Urban 125	AEON MOTORCYCLES URBAN Urban 125	1
120430	6563	14544	AEON	4331	2012-01-01	0000-00-00	Urban 125	AEON MOTORCYCLES URBAN Urban 125	1
115977	6564	14544	AEON	4331	2011-02-01	2011-12-31	Urban 350i	AEON MOTORCYCLES URBAN Urban 350i	1
120428	6565	14544	AEON	4331	2012-01-01	0000-00-00	Urban 350i	AEON MOTORCYCLES URBAN Urban 350i	1
117888	6566	14544	AEON	4331	2013-11-01	0000-00-00	Urban 400i	AEON MOTORCYCLES URBAN Urban 400i	1
117887	6567	14544	AEON	4331	2015-07-01	0000-00-00	Urban 400i	AEON MOTORCYCLES URBAN Urban 400i	1
120432	7310	36700	AEON	4331	2012-01-01	0000-00-00	My 125i	AEON MOTORCYCLES MY My 125i	1
112416	6114	14024	AGRALE MC	4238	1993-01-01	1999-01-31	Canyon 500	AGRALE MOTORCYCLES CANYON Canyon 500	0
112287	6071	13993	AGRALE MC	4238	1998-01-01	1998-12-31	City 50	AGRALE MOTORCYCLES CITY City 50	0
112403	6072	13993	AGRALE MC	4238	1997-01-01	1999-12-31	City 90	AGRALE MOTORCYCLES CITY City 90	0
115211	6068	13991	AGRALE MC	4238	1986-01-01	1991-12-31	Dakar 30.0	AGRALE MOTORCYCLES DAKAR Dakar 30.0	0
112285	6069	13991	AGRALE MC	4238	1998-01-01	1998-12-31	Dakar 50	AGRALE MOTORCYCLES DAKAR Dakar 50	0
119171	6057	13986	AGRALE MC	4238	1986-01-01	1989-12-31	Elefant 16.5	AGRALE MOTORCYCLES ELEFANT Elefant 16.5	0
113103	6058	13986	AGRALE MC	4238	1990-01-01	1994-12-31	Elefant 16.5	AGRALE MOTORCYCLES ELEFANT Elefant 16.5	0
112269	6059	13986	AGRALE MC	4238	1985-01-01	1997-01-31	Elefant 27.5	AGRALE MOTORCYCLES ELEFANT Elefant 27.5	0
112419	6060	13986	AGRALE MC	4238	1985-01-01	1997-12-31	Elefant Dakar 30.0	AGRALE MOTORCYCLES ELEFANT Elefant Dakar 30.0	0
112271	6061	13986	AGRALE MC	4238	1995-01-01	1995-12-31	Elefant 900	AGRALE MOTORCYCLES ELEFANT Elefant 900	0
113104	6115	14025	AGRALE MC	4238	1989-01-01	1998-12-31	Elefantré 16.5	AGRALE MOTORCYCLES ELEFANTRE Elefantré 16.5	0
112428	6116	14025	AGRALE MC	4238	1985-01-01	1997-12-31	Elefantré 30.0	AGRALE MOTORCYCLES ELEFANTRE Elefantré 30.0	0
112290	6078	13995	AGRALE MC	4238	1998-01-01	1998-12-31	Force 50	AGRALE MOTORCYCLES FORCE Force 50	0
113105	6079	13995	AGRALE MC	4238	1998-01-01	2000-12-31	Force 90	AGRALE MOTORCYCLES FORCE Force 90	0
112294	6080	13996	AGRALE MC	4238	1998-01-01	1998-12-31	Legion 125	AGRALE MOTORCYCLES LEGION Legion 125	0
112436	6117	14026	AGRALE MC	4238	1993-01-01	1999-12-31	Monster 900	AGRALE MOTORCYCLES MONSTER Monster 900	0
113648	6229	14218	AGRALE MC	4238	1995-01-01	2001-12-31	Roadster 200	AGRALE MOTORCYCLES ROADSTER Roadster 200	0
112274	6062	13987	AGRALE MC	4238	1988-01-01	1997-12-31	SST 13.5	AGRALE MOTORCYCLES SST SST 13.5	0
112280	6063	13988	AGRALE MC	4238	1986-01-01	1995-12-31	STX 27.5	AGRALE MOTORCYCLES STX STX 27.5	0
120385	7309	36696	AGRALE MC	4238	1994-01-01	1994-12-31	Super City 125	AGRALE MOTORCYCLES SUPER CITY Super City 125	0
113106	6165	14146	AGRALE MC	4238	1990-01-01	1994-12-31	SXT 16.5	AGRALE MOTORCYCLES SXT SXT 16.5	0
112286	6070	13992	AGRALE MC	4238	1998-01-01	1998-12-31	Tchau 50	AGRALE MOTORCYCLES TCHAU Tchau 50	0
113107	6166	14147	AGRALE MC	4238	1993-01-01	1999-12-31	W 16	AGRALE MOTORCYCLES W W 16	0
112281	6064	13989	AGRALE MC	4238	1993-01-01	1997-12-31	WR 250	AGRALE MOTORCYCLES WR WR 250	0
113108	6065	13989	AGRALE MC	4238	1993-01-01	1996-12-31	WR 360	AGRALE MOTORCYCLES WR WR 360	0
115095	6066	13990	AGRALE MC	4238	1986-01-01	1989-01-31	WXT 125	AGRALE MOTORCYCLES WXT WXT 125	0
112283	6067	13990	AGRALE MC	4238	1989-01-01	1997-12-31	WXT 125	AGRALE MOTORCYCLES WXT WXT 125	0
115213	6400	14386	AMAZONAS	4367	2001-01-01	2001-12-31	1600	AMAZONAS MOTORCYCLES 1600 1600	0
115214	6401	14387	AMAZONAS	4367	2006-01-01	2006-12-31	AME 110 MIX	AMAZONAS MOTORCYCLES AME AME 110 MIX	0
115215	6402	14387	AMAZONAS	4367	2009-01-01	2009-12-31	AME 150 SC	AMAZONAS MOTORCYCLES AME AME 150 SC	0
115217	6403	14387	AMAZONAS	4367	2006-01-01	2006-12-31	AME 250 C1	AMAZONAS MOTORCYCLES AME AME 250 C1	0
115219	6404	14387	AMAZONAS	4367	2006-01-01	2006-12-31	AME LX 125	AMAZONAS MOTORCYCLES AME AME LX 125	0
103421	316	12054	APRILIA MO	4049	1988-01-01	1992-12-31	AF-1 50	APRILIA MOTORCYCLES AF-1 AF-1 50	1
103420	317	12054	APRILIA MO	4049	1988-01-01	1992-12-31	AF-1 50 Futura	APRILIA MOTORCYCLES AF-1 AF-1 50 Futura	1
103419	318	12054	APRILIA MO	4049	1987-01-01	1990-12-31	AF-1 50 Replica	APRILIA MOTORCYCLES AF-1 AF-1 50 Replica	1
103424	319	12054	APRILIA MO	4049	1988-01-01	1992-12-31	AF-1 125	APRILIA MOTORCYCLES AF-1 AF-1 125	1
103427	320	12054	APRILIA MO	4049	1988-01-01	1989-12-31	AF-1 125 Sinesi Replica	APRILIA MOTORCYCLES AF-1 AF-1 125 Sinesi Replica	1
103426	321	12054	APRILIA MO	4049	1989-01-01	1992-12-31	AF-1 125 Futura	APRILIA MOTORCYCLES AF-1 AF-1 125 Futura	1
103422	322	12054	APRILIA MO	4049	1992-01-01	1992-12-31	AF-1 125 Replica	APRILIA MOTORCYCLES AF-1 AF-1 125 Replica	1
103425	323	12054	APRILIA MO	4049	1990-01-01	1992-12-31	AF-1 125 Replica	APRILIA MOTORCYCLES AF-1 AF-1 125 Replica	1
103423	324	12054	APRILIA MO	4049	1992-01-01	1993-12-31	AF-1 125 Sport Pro	APRILIA MOTORCYCLES AF-1 AF-1 125 Sport Pro	1
103440	325	12055	APRILIA MO	4049	1994-01-01	2001-12-31	Amico 25 CatCon. (MK)	APRILIA MOTORCYCLES AMICO Amico 25 CatCon. (MK)	1
102128	326	12055	APRILIA MO	4049	1990-01-01	1994-12-31	Amico 50 CatCon. (GC)	APRILIA MOTORCYCLES AMICO Amico 50 CatCon. (GC)	1
103441	327	12055	APRILIA MO	4049	1995-01-01	1996-12-31	Amico 50 LX CatCon.	APRILIA MOTORCYCLES AMICO Amico 50 LX CatCon.	1
103442	328	12055	APRILIA MO	4049	1992-01-01	1993-12-31	Amico 50 Sport CatCon.	APRILIA MOTORCYCLES AMICO Amico 50 Sport CatCon.	1
103443	329	12055	APRILIA MO	4049	1993-01-01	1999-12-31	Amico 50 GL CatCon. (HV)	APRILIA MOTORCYCLES AMICO Amico 50 GL CatCon. (HV)	1
103452	330	12056	APRILIA MO	4049	1998-01-01	2003-12-31	Area 51 CatCon. (MY)	APRILIA MOTORCYCLES AREA Area 51 CatCon. (MY)	1
103450	331	12056	APRILIA MO	4049	2000-01-01	2003-12-31	Area 51 Replica (MY)	APRILIA MOTORCYCLES AREA Area 51 Replica (MY)	1
103451	332	12056	APRILIA MO	4049	2000-01-01	2002-12-31	Area 51 SBK CatCon. (MY)	APRILIA MOTORCYCLES AREA Area 51 SBK CatCon. (MY)	1
103457	333	12057	APRILIA MO	4049	2003-01-01	2013-12-31	Atlantic 125 (SP)	APRILIA MOTORCYCLES ATLANTIC Atlantic 125 (SP)	1
118029	334	12057	APRILIA MO	4049	2003-01-01	2013-12-31	Atlantic 125 (SP)	APRILIA MOTORCYCLES ATLANTIC Atlantic 125 (SP)	1
109524	335	12057	APRILIA MO	4049	2002-01-01	2005-12-31	Atlantic 200 (SP)	APRILIA MOTORCYCLES ATLANTIC Atlantic 200 (SP)	1
126562	336	12057	APRILIA MO	4049	2002-01-01	2010-12-31	Atlantic 250	APRILIA MOTORCYCLES ATLANTIC Atlantic 250	0
103458	337	12057	APRILIA MO	4049	2004-01-01	2009-12-31	Atlantic 250 (SP)	APRILIA MOTORCYCLES ATLANTIC Atlantic 250 (SP)	1
